SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,LANDAREA_AVG,LIVINGAREA_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,LANDAREA_MODE,LIVINGAREA_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,LANDAREA_MEDI,LIVINGAREA_MEDI,NONLIVINGAREA_MEDI,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
430640,0,Cash loans,M,Y,N,1,135000.0,314055.0,21375.0,238500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.02461,-8750,-1589,-3451.0,-1381,1,1,0,1,0,0,3.0,2,2,THURSDAY,14,0,0,0,0,0,0,0.1350084629581937,0.5156430318320591,0.5046813193144684,0.1485,0.0728,0.9821,0.0,0.0345,0.1667,0.0276,0.0412,0.1271,0.1513,0.0755,0.9821,0.0,0.0345,0.1667,0.0283,0.0429,0.1346,0.1499,0.0728,0.9821,0.0,0.0345,0.1667,0.0281,0.0419,0.1298,block of flats,0.0729,"Stone, brick",No,0.0,0.0,0.0,0.0,-1321.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1.0
367619,0,Revolving loans,F,N,Y,0,180000.0,270000.0,13500.0,270000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.04622,-7781,-362,-7781.0,-462,1,1,0,1,0,1,1.0,1,1,FRIDAY,16,0,0,0,0,1,1,0.3548339186698509,0.704806781703132,0.4578995512067301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,2.0,0.0,-259.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
334312,0,Cash loans,F,Y,Y,1,180000.0,157500.0,15705.0,157500.0,Unaccompanied,Working,Higher education,Separated,House / apartment,0.005002,-13997,-2797,-8095.0,-1221,1,1,0,1,0,0,2.0,3,3,FRIDAY,10,0,0,0,0,0,0,,0.6395517810405058,0.4525335592581747,0.0701,0.0721,0.9836,0.0,0.1379,0.1667,0.0326,0.0442,0.0075,0.0714,0.0749,0.9836,0.0,0.1379,0.1667,0.0334,0.046,0.008,0.0708,0.0721,0.9836,0.0,0.1379,0.1667,0.0332,0.045,0.0077,block of flats,0.0603,"Stone, brick",No,0.0,0.0,0.0,0.0,-1392.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
380107,0,Cash loans,F,N,N,0,58500.0,755190.0,30078.0,675000.0,Family,Pensioner,Secondary / secondary special,Married,House / apartment,0.00496,-22106,365243,-13760.0,-5515,1,0,0,1,1,0,2.0,2,2,TUESDAY,9,0,0,0,0,0,0,,0.5965865396890547,0.3927738606031339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,-699.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,2.0
380868,0,Cash loans,F,N,Y,0,72000.0,544491.0,16047.0,454500.0,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,0.028663,-20361,365243,-9705.0,-3459,1,0,0,1,1,0,1.0,2,2,THURSDAY,10,0,0,0,0,0,0,,0.4909332977121618,,0.0289,0.0,0.9861,0.0,0.1034,0.0833,0.0349,0.0239,0.0193,0.0284,0.0,0.9856,0.0,0.1034,0.0833,0.0357,0.0185,0.0,0.0291,0.0,0.9861,0.0,0.1034,0.0833,0.0355,0.0243,0.0197,block of flats,0.0236,"Stone, brick",No,1.0,1.0,1.0,1.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0
229247,0,Cash loans,M,Y,N,1,225000.0,797557.5,26487.0,688500.0,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,0.020713,-19506,-524,-7400.0,-2896,1,1,0,1,0,0,2.0,3,2,THURSDAY,14,0,0,0,0,0,0,0.3413396081863769,0.1461172810714205,0.646329897706246,0.1237,0.0899,0.9806,0.0,0.069,0.1667,0.0485,0.073,0.0,0.1261,0.0933,0.9806,0.0,0.069,0.1667,0.0496,0.076,0.0,0.1249,0.0899,0.9806,0.0,0.069,0.1667,0.0493,0.0743,0.0,block of flats,0.0653,Panel,No,0.0,0.0,0.0,0.0,-2363.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
336251,0,Cash loans,F,N,N,1,108000.0,508495.5,21672.0,454500.0,Family,Working,Secondary / secondary special,Married,Office apartment,0.04622,-11259,-4029,-3642.0,-3684,1,1,0,1,0,0,3.0,1,1,FRIDAY,16,0,0,0,0,1,1,0.1663433517419967,0.7173131863249645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-376.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
396292,0,Cash loans,M,Y,Y,0,315000.0,450000.0,20979.0,450000.0,Unaccompanied,Working,Higher education,Single / not married,House / apartment,0.032561,-9227,-908,-3553.0,-1898,1,1,0,1,0,1,1.0,1,1,TUESDAY,18,0,0,0,0,0,0,,0.5734661374300457,0.2498850627504553,0.2938,0.2155,0.9945,0.4,0.1724,0.5833,0.1336,0.3706,0.1518,0.2994,0.2237,0.9945,0.4028,0.1724,0.5833,0.1367,0.3861,0.1607,0.2967,0.2155,0.9945,0.4,0.1724,0.5833,0.1359,0.3772,0.155,block of flats,0.3245,"Stone, brick",No,0.0,0.0,0.0,0.0,-574.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1.0
183164,0,Revolving loans,F,N,Y,0,85500.0,270000.0,13500.0,270000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.0096569999999999,-15509,-3657,-2891.0,-4423,1,1,0,1,0,0,2.0,2,2,MONDAY,19,1,1,0,1,1,0,0.605166446056805,0.433451475606659,0.4311917977993083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,2.0,0.0,-871.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,6.0
243890,0,Cash loans,F,N,N,0,90000.0,157500.0,10525.5,157500.0,Unaccompanied,Working,Incomplete higher,Married,House / apartment,0.031329,-8649,-1267,-784.0,-789,1,1,0,1,0,0,2.0,2,2,MONDAY,16,0,0,0,0,0,0,0.3183025997830579,0.2527350950843318,,0.0026,,0.9752,,0.0862,0.0,0.0251,0.0016,,0.0021,,0.9722,,0.069,0.0,0.0257,0.0013,,0.0026,,0.9752,,0.0862,0.0,0.0256,0.0016,,block of flats,0.0019,Wooden,No,0.0,0.0,0.0,0.0,-890.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
260523,0,Cash loans,F,N,Y,2,180000.0,1267735.5,37197.0,1107000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.0066709999999999,-13998,-1433,-1.0,-527,1,1,0,1,0,0,4.0,2,2,THURSDAY,12,0,0,0,0,1,1,,0.0569551494413412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-495.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
164394,0,Cash loans,F,N,Y,0,157500.0,942300.0,27679.5,675000.0,Family,Pensioner,Secondary / secondary special,Married,House / apartment,0.00712,-23344,365243,-10524.0,-4359,1,0,0,1,0,0,2.0,2,2,WEDNESDAY,11,0,0,0,0,0,0,0.8071609856512538,0.0817085499374656,0.6479768603302221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-2361.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,0.0
409130,1,Cash loans,F,N,Y,0,157500.0,808650.0,31333.5,675000.0,Unaccompanied,Working,Incomplete higher,Married,House / apartment,0.014464,-11280,-3369,-423.0,-2921,1,1,0,1,1,1,2.0,2,2,SATURDAY,7,0,0,0,0,1,1,0.3180916514861525,0.3008690997221744,,0.0619,,0.9861,0.0,0.1379,0.1667,0.0,0.06,0.0094,0.063,,0.9861,0.0,0.1379,0.1667,0.0,0.0625,0.01,0.0625,,0.9861,0.0,0.1379,0.1667,0.0,0.0611,0.0096,block of flats,0.0472,Panel,No,2.0,1.0,2.0,0.0,-262.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,3.0
253035,0,Revolving loans,F,N,Y,1,81000.0,180000.0,9000.0,180000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,Rented apartment,0.008068,-11543,-892,-4201.0,-4198,1,1,0,1,0,0,2.0,3,3,WEDNESDAY,10,0,0,0,1,1,0,,0.0850370947925698,0.4294236843421945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,2.0,1.0,-175.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
195403,1,Cash loans,M,N,Y,0,126000.0,392427.0,22657.5,324000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Separated,House / apartment,0.007305,-17028,-1320,-8317.0,-570,1,1,1,1,0,0,1.0,3,3,SATURDAY,9,0,0,0,0,0,0,0.5198746137226635,0.3218498898899189,,0.0897,0.1652,0.9841,0.0,0.2069,0.1667,0.0603,0.0657,0.1726,0.0914,0.1714,0.9841,0.0,0.2069,0.1667,0.0616,0.0684,0.1827,0.0906,0.1652,0.9841,0.0,0.2069,0.1667,0.0613,0.0668,0.1762,block of flats,0.1316,"Stone, brick",No,0.0,0.0,0.0,0.0,-148.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
177757,0,Cash loans,F,Y,Y,1,157500.0,454500.0,23238.0,454500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.026392,-13276,-508,-4079.0,-3611,1,1,0,1,1,0,3.0,2,2,MONDAY,8,0,0,0,0,1,1,,0.4067159779824096,0.3457848024695955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,0.0,6.0,0.0,-1421.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
351643,0,Cash loans,M,N,Y,0,135000.0,1255680.0,41629.5,1125000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.003813,-18062,-949,-8383.0,-1605,1,1,0,1,0,0,2.0,2,2,SUNDAY,12,0,0,0,0,0,0,,0.5231049182106924,,0.0938,0.0733,0.9886,0.12,0.1034,0.375,0.0547,0.1151,0.0056,0.0956,0.0761,0.9886,0.1208,0.1034,0.375,0.0559,0.1199,0.0059,0.0947,0.0733,0.9886,0.12,0.1034,0.375,0.0556,0.1171,0.0057,block of flats,0.1041,Panel,No,4.0,0.0,4.0,0.0,-188.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
274351,0,Cash loans,F,N,Y,0,112500.0,254700.0,25321.5,225000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.022625,-24058,365243,-102.0,-4725,1,0,0,1,0,0,2.0,2,2,TUESDAY,14,0,0,0,0,0,0,,0.5844519250686451,,0.0031,,0.0,0.0,,0.0275,,0.0028,0.0,0.0011,,0.0005,0.0,,0.0417,,0.0011,0.0,0.0021,,0.0,0.0,,0.0417,,0.0026,0.0,block of flats,0.002,"Stone, brick",No,0.0,0.0,0.0,0.0,-565.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0
117488,0,Cash loans,F,N,N,0,112500.0,536917.5,28737.0,463500.0,Unaccompanied,Working,Higher education,Separated,House / apartment,0.035792,-18210,-123,-2957.0,-1751,1,1,0,1,1,0,1.0,2,2,SATURDAY,13,0,0,0,0,0,0,,0.7280017778586981,0.5226973172821112,0.0918,0.0981,0.9801,0.0,0.2069,0.1667,0.0486,0.0858,0.0,0.0935,0.1018,0.9801,0.0,0.2069,0.1667,0.0497,0.0894,0.0,0.0926,0.0981,0.9801,0.0,0.2069,0.1667,0.0495,0.0874,0.0,block of flats,0.0675,Panel,No,3.0,1.0,3.0,1.0,-2437.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
436450,1,Cash loans,F,N,Y,0,216000.0,250272.0,14103.0,198000.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.010147,-18067,-6517,-2388.0,-1616,1,1,1,1,1,1,2.0,2,2,WEDNESDAY,9,0,0,0,0,1,1,0.5980841576720289,0.6427114435378487,0.7352209993926424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,3.0,0.0,-1345.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,3.0
119822,1,Cash loans,M,Y,Y,0,225000.0,270000.0,21775.5,270000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.014464,-12390,-333,-4173.0,-4146,1,1,1,1,0,0,1.0,2,2,THURSDAY,5,0,0,0,1,1,0,0.0475916911186357,0.0046353272365434,0.2127563054543414,0.0928,0.1091,0.993,0.0,0.2069,0.1667,0.0873,0.0836,0.0,0.0945,0.1132,0.993,0.0,0.2069,0.1667,0.0893,0.0871,0.0,0.0937,0.1091,0.993,0.0,0.2069,0.1667,0.0888,0.0851,0.0,block of flats,0.0755,Panel,No,0.0,0.0,0.0,0.0,-177.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,1.0,1.0
145632,0,Cash loans,F,N,N,3,135000.0,533304.0,22725.0,405000.0,Unaccompanied,Working,Secondary / secondary special,Married,Municipal apartment,0.007114,-14653,-440,-8121.0,-1699,1,1,0,1,1,0,5.0,2,2,WEDNESDAY,14,0,0,0,0,0,0,0.6524902036279089,0.372708234649406,0.5370699579791587,0.0639,0.0031,0.9757,0.0,0.1379,0.125,0.1221,0.047,0.0104,0.0651,0.0032,0.9757,0.0,0.1379,0.125,0.1249,0.049,0.011,0.0645,0.0031,0.9757,0.0,0.1379,0.125,0.1243,0.0478,0.0106,block of flats,0.0392,"Stone, brick",No,6.0,0.0,6.0,0.0,-2872.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
390080,0,Cash loans,M,Y,N,1,225000.0,927252.0,26703.0,774000.0,Family,Commercial associate,Secondary / secondary special,Married,House / apartment,0.00963,-11540,-1060,-2222.0,-4099,1,1,0,1,0,0,3.0,2,2,THURSDAY,16,0,0,0,0,1,1,0.3364440221780529,0.561696855843708,0.4992720153045617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,0.0,6.0,0.0,-485.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
331711,0,Cash loans,F,N,N,0,135000.0,343800.0,11304.0,225000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,Municipal apartment,0.009334,-15653,-288,-4287.0,-4297,1,1,0,1,0,0,1.0,2,2,TUESDAY,13,0,0,0,1,1,0,,0.750655587573923,0.5849900404894085,0.0124,,0.9762,,,0.0417,,,,0.0126,,0.9762,,,0.0417,,,,0.0125,,0.9762,,,0.0417,,,,block of flats,0.0093,Wooden,No,5.0,1.0,5.0,0.0,-1798.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,2.0
323501,0,Cash loans,M,N,Y,0,126000.0,641529.0,24858.0,535500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.072508,-15239,-1278,-2359.0,-5331,1,1,1,1,1,0,2.0,1,1,TUESDAY,16,0,0,0,0,0,0,,0.3768278552034466,0.0944516919837718,0.1969,0.1323,0.9806,0.32,0.1379,0.4583,0.0,0.1925,0.0,0.2006,0.1373,0.9806,0.3222,0.1379,0.4583,0.0,0.2006,0.0,0.1988,0.1323,0.9806,0.32,0.1379,0.4583,0.0,0.1959,0.0,block of flats,0.1514,Panel,No,0.0,0.0,0.0,0.0,-683.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,6.0
230065,0,Cash loans,F,N,Y,0,112500.0,738171.0,43290.0,684000.0,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,0.008068,-19146,-5824,-8623.0,-2683,1,1,0,1,0,0,2.0,3,3,THURSDAY,7,0,0,0,0,0,0,0.5015519389126565,0.3707369120750738,0.6801388218428291,0.0825,0.0611,0.9791,0.0,0.1379,0.1667,0.0212,0.0655,0.0,0.084,0.0634,0.9791,0.0,0.1379,0.1667,0.0217,0.0683,0.0,0.0833,0.0611,0.9791,0.0,0.1379,0.1667,0.0216,0.0667,0.0,block of flats,0.0672,Panel,No,0.0,0.0,0.0,0.0,-326.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
450892,1,Cash loans,F,N,Y,0,29250.0,85320.0,5683.5,67500.0,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,0.020713,-19069,365243,-9674.0,-2597,1,0,0,1,0,0,1.0,3,3,WEDNESDAY,13,0,0,0,0,0,0,,0.330974966291343,,0.0082,0.0,0.9767,0.0,0.0345,0.0417,0.0423,0.0064,0.0,0.0084,0.0,0.9767,0.0,0.0345,0.0417,0.0432,0.0067,0.0,0.0083,0.0,0.9767,0.0,0.0345,0.0417,0.043,0.0066,0.0,block of flats,0.0056,Wooden,Yes,4.0,2.0,3.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
183422,0,Cash loans,F,N,Y,0,112500.0,107820.0,7632.0,90000.0,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,0.008625,-22822,365243,-5838.0,-4753,1,0,0,1,0,0,1.0,2,2,FRIDAY,13,0,0,0,0,0,0,,0.6946489163156359,,0.0742,,0.9921,0.08,0.069,0.3333,0.1531,,0.0,0.0756,,0.9921,0.0806,0.069,0.3333,0.1566,,0.0,0.0749,,0.9921,0.08,0.069,0.3333,0.1557,,0.0,block of flats,0.0609,Panel,No,2.0,2.0,2.0,2.0,-1369.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
135900,0,Cash loans,F,N,Y,0,180000.0,314055.0,15237.0,238500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.010147,-18365,-1510,-4940.0,-1895,1,1,0,1,0,0,2.0,2,2,MONDAY,16,0,0,0,0,1,1,0.3865819189831522,0.5292055579329057,0.324891229465852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1073.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
367761,0,Cash loans,F,N,N,0,130500.0,258709.5,13270.5,234000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.022625,-21443,365243,-14763.0,-4515,1,0,0,1,0,0,2.0,2,2,WEDNESDAY,12,0,0,0,0,0,0,,0.7648345068110536,0.3139166772114369,0.1454,0.0969,0.9801,0.16,0.1379,0.3333,0.1569,0.1292,0.0946,0.1481,0.1006,0.9801,0.1611,0.1379,0.3333,0.1605,0.1346,0.1001,0.1468,0.0969,0.9801,0.16,0.1379,0.3333,0.1596,0.1316,0.0965,block of flats,0.1339,Block,No,1.0,1.0,1.0,1.0,-1335.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
334466,0,Cash loans,M,N,Y,0,202500.0,592560.0,26230.5,450000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.011703,-19539,-240,-11917.0,-3090,1,1,0,1,0,0,1.0,2,2,FRIDAY,12,0,0,0,0,0,0,,0.4931632232758241,0.4400578303966329,0.0103,0.0,0.9697,0.0,0.0517,0.0417,,0.01,0.0,0.0084,0.0,0.9697,0.0,0.0345,0.0417,,0.0081,0.0,0.0104,0.0,0.9697,0.0,0.0517,0.0417,,0.0101,0.0,block of flats,0.0061,Block,No,0.0,0.0,0.0,0.0,-1535.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
117230,0,Revolving loans,F,Y,Y,0,90000.0,225000.0,11250.0,225000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.0116569999999999,-22118,-5409,-6285.0,-4623,1,1,0,1,0,0,2.0,1,1,MONDAY,12,0,0,0,0,0,0,,0.7176943715051698,0.7016957740576931,0.0619,0.0592,0.9871,0.0,0.1379,0.1667,0.0314,0.0647,0.0,0.063,0.0615,0.9871,0.0,0.1379,0.1667,0.0321,0.0674,0.0,0.0625,0.0592,0.9871,0.0,0.1379,0.1667,0.0319,0.0659,0.0,block of flats,0.0509,Panel,No,0.0,0.0,0.0,0.0,-665.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,2.0
196457,0,Cash loans,M,N,N,0,112500.0,454500.0,21996.0,454500.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.015221,-10423,-2407,-4332.0,-2854,1,1,1,1,0,0,2.0,2,2,SUNDAY,7,0,0,0,0,1,1,,0.3852962890667371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,-453.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
329684,0,Cash loans,M,Y,N,0,225000.0,521280.0,22959.0,450000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.04622,-15908,-1998,-8440.0,-4416,1,1,1,1,0,0,2.0,1,1,WEDNESDAY,10,0,0,0,0,1,1,0.554764001780277,0.7475691130894864,0.5832379256761245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-531.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,2.0
180396,0,Cash loans,M,Y,Y,1,180000.0,232344.0,11308.5,157500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.035792,-13638,-3972,-7280.0,-4285,1,1,0,1,0,0,3.0,2,2,FRIDAY,11,0,0,0,0,1,1,,0.5687687038442358,0.807273923277881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1639.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0
451343,0,Cash loans,M,Y,N,1,360000.0,1206000.0,31810.5,1206000.0,,Working,Higher education,Married,House / apartment,0.015221,-15979,-1068,-5299.0,-4650,1,1,0,1,0,0,3.0,2,2,TUESDAY,13,0,0,0,0,1,1,,0.5376737922519702,0.3962195720630885,0.1856,0.1293,0.9911,0.2,0.1724,0.3333,0.1097,0.1834,0.0,0.1891,0.1341,0.9911,0.2014,0.1724,0.3333,0.1122,0.1911,0.0,0.1874,0.1293,0.9911,0.2,0.1724,0.3333,0.1116,0.1867,0.0,block of flats,0.1658,Panel,No,2.0,0.0,2.0,0.0,-721.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
358972,0,Cash loans,F,Y,Y,0,112500.0,343840.5,22977.0,343840.5,Family,Working,Secondary / secondary special,Married,House / apartment,0.020713,-19372,-231,-8929.0,-2904,1,1,1,1,0,0,2.0,3,2,TUESDAY,11,0,0,0,0,0,0,,0.2550880820078386,,0.1335,0.1618,0.9906,0.16,0.1379,0.375,0.1401,0.2603,0.0,0.063,0.1679,0.9881,0.0806,0.069,0.375,0.1433,0.2712,0.0,0.1348,0.1618,0.9906,0.16,0.1379,0.375,0.1425,0.2649,0.0,block of flats,0.2047,Panel,No,1.0,0.0,1.0,0.0,-712.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
